Title,Description,Date,URL
,Посадовець налагодив незаконний механізм систематичного отримання хабарів  при виготовленні документів.,"31 липень, 12:04  Новини",https://www.volynpost.com/news/242600-na-volyni-chynovnyk-migracijnoi-sluzhby-vymagav-habariv-za-vygotovlennia-pasportiv
,Дані уточнюються.,"31 липень, 11:32  Новини",https://www.volynpost.com/news/242599-zahysnyky-likviduvaly-sche-1060-rosijskyh-okupantiv
,Потерпілих і жертв немає.,"31 липень, 11:10  Новини",https://www.volynpost.com/news/242598-na-volyni-vnochi-gorila-kvartyra
,"Сили оборони збили і ракету, і всі дрони.","31 липень, 10:49  Новини",https://www.volynpost.com/news/242597-ppo-vnochi-zbyla-raketu-h-59-ta-89-shahediv
,"""Вибір аеродрому ""Бобруйськ"" є невипадковим, оскільки він найближче розташований до кордону"", – додає білоруське видання.","31 липень, 10:30  Новини",https://www.volynpost.com/news/242596-bilorus-pidniala-vynyschuvach-cherez-imovirnu-zagrozu-rosijskyh-shahediv--gayun
,Вічна шана та пам`ять Герою!,"31 липень, 10:10  Новини",https://www.volynpost.com/news/242595-na-schyti-na-ridnu-volyn-povertaietsia-geroj-yurij-makaruk
,Від падіння дерева поранення отримали чотири людини.,"31 липень, 09:50  Новини",https://www.volynpost.com/news/242594-v-kyievi-u-parku-vid-padinnia-dereva-zagynula-lyudyna-sche-troie-poraneni
,Протягом минулої доби зафіксовано 144 бойові зіткнення.,"31 липень, 09:20  Новини",https://www.volynpost.com/news/242593-doba-na-fronti-iaka-sytuaciia-na-volynskomu-ta-inshyh-napriamkah-stanom-na-ranok-31-lypnia
,"Загалом, за ці дві хвилі разом в повітряному просторі Києва та на підступах до столиці було збито понад чотири десятки БпЛА противника.","31 липень, 09:00  Новини",https://www.volynpost.com/news/242592-masovana-ataka-rosii-na-pidstupah-do-kyieva-zbyly-ponad-40-udarnyh-droniv
,Офіцер відділення рекрутингу та комплектування Луцький РТЦК та СП старший лейтенант Юрій Репчук та очільник Торчинської громади Юрій Кревський вручили,"31 липень, 08:25  Новини",https://www.volynpost.com/news/242586-nagorody-zagyblogo-ta-znyklogo-bezvisty-voiniv-z-volyni-otrymaly-ihni-rodychi-foto
,"Бойовий медик з Луцька Олександр Киця рятував життя хлопцям з початку великої війни, доки сам не був важко поранений через вибух міни. Зараз він працю","31 липень, 07:31  Новини",https://www.volynpost.com/news/242583-boialys-ale-vykonuvaly-svoyu-robotu--bojovyj-medyk-z-lucka-pro-vyklyky-na-fronti
,Станом на кінець липня у Волинській обласній бібліотеці для юнацтва зібрали понад шість тонн російської літератури на макулатуру. Акція розпочалась во,"31 липень, 05:28  Новини",https://www.volynpost.com/news/242582-na-volyni-zdaly-na-makulaturu-6-tonn-rosijskoi-literatury
,Український дует не вийде на матч 1/8 фіналу олімпійського турніру в Парижі.,"31 липень, 03:41  Новини",https://www.volynpost.com/news/242591-ukrainski-tenisystky-znialysia-z-parnogo-turniru-na-olimpiadi
,"Футбольний клуб ""Колос"" підсилився захисником ""Шахтаря"", уродженцем Волині Едуардом Козиком.","31 липень, 02:17  Новини",https://www.volynpost.com/news/242580-futbolist-z-volyni-vystupatyme-za-klub-premier-ligy
,На Волинь прибув прибув восьмий евакуаційний потяг з Донеччини.,"31 липень, 01:15  Новини",https://www.volynpost.com/news/242584-volyn-zustrila-evakuacijnyj-potiag-z-pokrovska-torecka-ta-siverska
,31 липня відзначають день народження журналістка Людмила Приймачук (на фото) та ведучий Павло Приймачок.,"31 липень, 00:00  Новини",https://www.volynpost.com/news/242579-31-lypnia-na-volyni-gortayuchy-kalendar
,США нададуть Україні різні ракети для винищувачів F-16,"30 липень, 23:19  Новини",https://www.volynpost.com/news/242590-ssha-peredadut-ukraini-rakety-dlia-vynyschuvachiv-f-16
,В обласнмоу центрі Волині повідомили про відсутність води протягом наступних кількох діб у частині міста.,"30 липень, 22:38  Новини",https://www.volynpost.com/news/242588-u-chastyni-lucka-kilka-dniv-ne-bude-gariachoi-vody
,"У Луцьку молода дівчина вчинила самогубство, ймовірно, через нерозділене кохання.","30 липень, 21:57  Новини",https://www.volynpost.com/news/242589-u-lucku-moloda-divchyna-nakovtalasia-tabletok-i-pomerla-v-likarni
,Чергова трагічна звістка надійшла з фронту на Волинь. У боротьбі з російськими окупантами загинув воїн з Любомля.,"30 липень, 21:16  Новини",https://www.volynpost.com/news/242587-na-harkivschyni-zagynuv-voin-z-volyni-yurij-makaruk
,"У Ліоні на полі стадіону ""Парк Олімпік Ліон"" відбувся матч третього туру групового раунду футбольного турніру в межах Ігор-2024 між олімпійськими збір","30 липень, 20:35  Новини",https://www.volynpost.com/news/242585-zbirna-ukrainy-z-futbolu-vyletila-z-olimpiady
,У Луцьку буде без опадів.,"30 липень, 20:00  Новини",https://www.volynpost.com/news/242578-pogoda-v-lucku-ta-volynskij-oblasti-na-zavtra-31-lypnia
,"До армії він устиг попрацювати водієм, з 2016 року він на службі в Сухопутних військах Збройних Сил України, брав участь в АТО/ООС.","30 липень, 19:04  Новини",https://www.volynpost.com/news/242570-pozycii-okupantiv-znahodylysia-za-150-metriv-odyn-iz-najkraschyh-komandyriv-tankovogo-ekipazhu-5-otb
,На керманича інспектори склали відповідні адміністративні матеріали та відсторонили від керування.,"30 липень, 18:07  Новини",https://www.volynpost.com/news/242573-na-volyni-zatrymaly-pianogo-vodiia-vantazhivky
,"Президент зауважив, що поки триває війна, ситуація в енергетиці не буде простою, але уряд робить усе можливе для її поліпшення.","30 липень, 18:03  Новини",https://www.volynpost.com/news/242575-zelenskyj-na-volyni-sytuaciia-v-energetyci-ne-bude-prostoyu
,"Вічна пам’ять, честь та шана Герою!","30 липень, 17:57  Новини",https://www.volynpost.com/news/242577-na-harkivschyni-zagynuv-geroj-z-lucka-yurij-kushnir
,Визнаному винуватим у вчиненні цього злочину чоловікові суд призначив покарання у виді п'яти років позбавлення волі.,"30 липень, 17:46  Новини",https://www.volynpost.com/news/242576-sudyly-luchanyna-iakyj-vdaryv-cholovika-nozhem
,Мережа магазинів EVA та фонд tech-спільноти KOLO зібрали кошти на 2 безпілотні комплекси MINI SHARK для артилерійської розвідки,"30 липень, 17:04  Новини",https://www.volynpost.com/news/242568-azovci-otrymayut-2-mini-shark-dlia-artylerijskoi-aerorozvidky
,"""Шановні батьки, будьте пильними щодо своїх дітей!"" - наголошують у патрульній поліції.","30 липень, 16:22  Новини",https://www.volynpost.com/news/242572-u-lucku-zatrymaly-nepovnolitnogo-vodiia-iakyj-porushyv-pravyla-dorozhnogo-ruhu
,"Також стало відомо, що цього року підприємці Волині зможуть отримати 1,6 млрд грн.","30 липень, 16:01  Новини",https://www.volynpost.com/news/242571-zelenskyj-pid-chas-robochoi-poizdky-na-volyn-zustrivsia-iz-pidpryiemciamy
,"Вічна пам’ять, честь та шана Герою!","30 липень, 15:32  Новини",https://www.volynpost.com/news/242569-u-lucku-poproschalysia-z-geroiem-myhajlom-kuzmoyu
,Орієнтовно технічні роботи триватимуть близько 6 годин.,"30 липень, 15:00  Новини",https://www.volynpost.com/news/242567-v-nich-na-31-lypnia-mozhlyvi-zatrymky-pid-chas-peretynu-kordonu-scho-vidomo
,В авто у чоловіка знайшли майже 30 кілограмів каміння невідомого походження.,"30 липень, 14:35  Новини",https://www.volynpost.com/news/242562-na-volyni-zasudyly-zhytelia-rivnenschyny-iakyj-perevozyv-majzhe-30-kilogramiv-burshtynu
,"Де та як довго робиться лазерна епіляція, скільки сеансів та з якою періодичністю потрібно, як довго триватиме ефект від процедур","30 липень, 14:02  Новини",https://www.volynpost.com/news/242548-vse-pro-rizni-terminy-lazernoi-liposakcii-skilky-tryvaie-procedura-j-kurs-iak-dovgo-trymaietsia-efekt
,Розшукуваний у квітні пішов з дому і до цього часу не повернувся. Де перебуває зараз – невідомо.,"30 липень, 14:00  Новини",https://www.volynpost.com/news/242566-znyk-bezvisty-try-misiaci-tomu-na-volyni-rozshukuyut-36-richnogo-cholovika
,Чоловік 8 липня пішов з дому і до цього часу не повернувся. Де перебуває зараз – невідомо.,"30 липень, 13:55  Новини",https://www.volynpost.com/news/242565-na-volyni-znyk-bezvisty-62-richnyj-cholovik-foto
,"Продовжується посилення кордону в областях, які межуть із Росією та Білоруссю.","30 липень, 13:41  Новини",https://www.volynpost.com/news/242564-zelenskyj--na-volyni-prezydent-oglianuv-budivnyctvo-fortyfikacij-na-kordoni-z-bilorussyu
,Внаслідок аварії постраждала 22-річна лучанка.,"30 липень, 13:31  Новини",https://www.volynpost.com/news/242563-u-lucku-vodijka-zbyla-22-richnu-divchynu
,"У такий спосіб упродовж червня-листопада 2022 року він уможливив
виїзд у країни Євросоюзу 278 чоловіків.","30 липень, 13:00  Новини",https://www.volynpost.com/news/242561-dopomig-vyihaty-za-kordon-278-vijskovozoboviazanym-cholovikam--luchanyn-postane-pered-sudom
,Як позбутися тривоги та страху перед походом до стоматолога,"30 липень, 12:43  Новини",https://www.volynpost.com/news/242551-5-efektyvnyh-porad-iaki-dopomozhut-podolaty-strah-i-tryvogu-u-stomatologa
,Активна фаза ремонту розпочалася на початку червня.,"30 липень, 12:30  Новини",https://www.volynpost.com/news/242560-remont-avarijnogo-kolektora-na-karpenka-karogo-koly-zavershat-roboty
,Ймовірна причина пожежі - коротке замикання електромережі.,"30 липень, 12:10  Новини",https://www.volynpost.com/news/242559-na-volyni-gorila-gospodarska-sporuda
,"Низький уклін Герою за його подвиги, вічна і світла пам'ять!","30 липень, 11:30  Новини",https://www.volynpost.com/news/242558-sogodni-na-volyn-prybude-skorbotnyj-kortezh-iz-zagyblym-geroiem-oleksandrom-romanovychem
,Дані уточнюються.,"30 липень, 11:13  Новини",https://www.volynpost.com/news/242557-zahysnyky-za-dobu-likviduvaly-sche-1060-okupantiv
,Вічна пам'ять і слава Герою України!,"30 липень, 10:50  Новини",https://www.volynpost.com/news/242556-batkam-23-richnogo-geroia-z-volyni-artema-golodyuka-vruchyly-jogo-posmertnu-nagorodu
,"Після військового перевороту у травні 2021 року в Малі править військова хунта, яка підтримує тісні зв'язки з росією.","30 липень, 10:30  Новини",https://www.volynpost.com/news/242554-moskva-mozhe-vyvesty-z-ukrainy-chastynu-svoih-najmanciv-isw
,"Постраждалий отримав тілесні ушкодження, його швидкою госпіталізували до лікарні.","30 липень, 10:10  Новини",https://www.volynpost.com/news/242555-u-lucku-avariia-na-kovelskij-avtivka-zbyla-cholovika
,Реалії сьогодення змусили Ангеліну поєднати одну омріяну професією юності з іншою – з грудня 2023-го медикиня стає військовою 53-го батальйону.,"30 липень, 09:50  Новини",https://www.volynpost.com/news/242553-za-cherguvannia-mozhe-buty-do-dvadciaty-evakuacij-24-richna-vijskova-z-volyni-sluzhyt-v-odnij-z-najgariachishyh-tochok
,Вже кілька днів росіяни можуть в'їжджати в ЄС через Угорщину без будь-яких перевірок безпеки і безперешкодно пересуватися до інших країн ЄС.,"30 липень, 09:20  Новини",https://www.volynpost.com/news/242552-ugorschyna-sprostyla-umovy-vizdu-dlia-rosiian-i-bilorusiv--zmi
,Протягом минулої доби зафіксовано 149 бойових зіткнень.,"30 липень, 09:00  Новини",https://www.volynpost.com/news/242550-vazhki-boi-tryvayut-majzhe-po-vsij-linii-frontu-zvedennia-genshtabu
,На Волині заочно судили за колабораціонізм жительку Луганської області.,"30 липень, 08:20  Новини",https://www.volynpost.com/news/242542-pishla-na-spivpracyu-z-okupacijnoyu-vladoyu-u-lucku-zaochno-sudyly-pracivnycyu-poshty-na-luganschyni
,Реабілітаційну допомогу цивільним та військовим на Волині надають у 27 закладах охорони здоров'я.,"30 липень, 07:05  Новини",https://www.volynpost.com/news/242546-reabilitaciia-cyvilnyh-ta-vijskovyh-skilky-fahivciv-pracyuyut-na-volyni
,У 1942 році такий кишеньковий календар коштував 15 пфенінгів.,"30 липень, 05:10  Новини",https://www.volynpost.com/news/242547-u-muzej-na-volyni-peredaly-kyshenkovyj-kalendar-1942-roku
,Найближчим часом очікуються сильні магнітні бурі.,"30 липень, 03:11  Новини",https://www.volynpost.com/news/242539-magnitni-buri-chogo-ochikuvaty-vid-soniachnoi-aktyvnosti-30-31-lypnia
,Горох та овес зазвичай дозрівають на початку липня.,"30 липень, 01:30  Новини",https://www.volynpost.com/news/242544-skilky-koshtuyut-goroh-ta-oves-novogo-vrozhayu-na-volyni-ogliad-cin
,30 липня в Україні і світі святкують Міжнародний день дружби.,"30 липень, 00:00  Новини",https://www.volynpost.com/news/242543-30-lypnia-na-volyni-gortayuchy-kalendar
,Ольга стала бронзовою призеркою в індивідуальній шаблі.,"29 липень, 23:58  Новини",https://www.volynpost.com/news/242549-harlan-zavoyuvala-dlia-ukrainy-pershu-medal-olimpijskyh-igor-2024
,Це 12 пакет військової допомоги Україні.,"29 липень, 23:18  Новини",https://www.volynpost.com/news/242541-ssha-vydiliayut-ukraini-novyj-paket-dopomogy-na-200-mln-scho-do-nogo-uvijshlo
,Воїн поліг на Харківщині.,"29 липень, 22:43  Новини",https://www.volynpost.com/news/242545-na-vijni-z-okupantamy-zagynuv-geroj-z-volyni-petro-koruka
,Такий поїзд здійснює рейси один раз на вісім днів.,"29 липень, 22:12  Новини",https://www.volynpost.com/news/242540-sche-73-zhyteliv-donechchyny-evakuyuvaly-u-volynsku-oblast
,З початку травня цього року в Україну повернулись масові відключення електроенергії в регіонах.,"29 липень, 21:44  Новини",https://www.volynpost.com/news/242537-chy-bude-voda-v-oseliah-luchan-u-vypadku-blekautiv
,"В ""Укренерго"" зробили заяву.","29 липень, 21:14  Новини",https://www.volynpost.com/news/242538-iak-vidklyuchatymut-svitlo-na-volyni-30-lypnia
,Про прибуття траурного кортежу із тілом Героя повідомимо додатково.,"29 липень, 20:45  Новини",https://www.volynpost.com/news/242536-vid-otrymanogo-poranennia-pomer-geroj-z-volyni-vasyl-kuzmych
,"Universe впроваджує новий формат навчання й для студентів-медиків, які отримують не лише теоретичні знання, а й практичний досвід.","29 липень, 20:07  Новини",https://www.volynpost.com/news/242535-navchalna-platforma-dlia-medykiv-universe-iak-olena-vasylyuk-pragne-navchaty-ta-stvoryty-komyuniti-medykiv-volyni
,У Луцьку буде без опадів.,"29 липень, 20:00  Новини",https://www.volynpost.com/news/242534-pogoda-v-lucku-ta-volynskij-oblasti-na-zavtra-30-lypnia
,"Обидва фігуранти перебували на «посадах», коли в ніч на 29 липня рашисти влаштували вибухи на території окупаційної тюрми.","29 липень, 19:06  Новини",https://www.volynpost.com/news/242526-ekskerivnykam-kolonii-povidomyly-pro-pidozru-u-vbyvstvi-ukrainskyh-polonenyh-v-olenivci
,"Це професійний військовий, який розуміє сучасне поле бою та адекватно реагує на виклики російсько-української війни.","29 липень, 18:47  Новини",https://www.volynpost.com/news/242532-cinuie-kozhnogo-bijcia-voiny-80-brygady-vymagayut-zalyshyty-ihnogo-komandyra-iakogo-hochut-zvilnyty
,"Обвинувачений переконував благодійну організацію, що передає транспортні засоби військовим безкоштовно.","29 липень, 18:06  Новини",https://www.volynpost.com/news/242527-volynianyn-unyk-pokarannia-za-prodazh-chotyroh-vvezenyh-dlia-zsu-avtomobiliv
,"Не виключено, що ворог акцентуватиметься на транспортній інфраструктурі.","29 липень, 17:30  Новини",https://www.volynpost.com/news/242533-rosiia-praktychno-zavershyla-pidgotovku-do-novogo-masovanogo-udaru--zmi
,Внаслідок влучання уламків російських ракет пошкодження зазнали вісімнадцять житлових будинків та одна господарська споруда.,"29 липень, 17:05  Новини",https://www.volynpost.com/news/242531-na-volyni-remontuyut-budynky-iaki-postrazhdaly-vnaslidok-rosijskoi-ataky-22-chervnia
,Під час комендантської години інспектори зупинили автомобіль марки Volkswagen Golf.,"29 липень, 16:43  Новини",https://www.volynpost.com/news/242529-u-lucku-pid-chas-komendantskoi-godyny-u-vodiia-avtivky-vyluchyly-kastet
,"Боротьба триватиме доти, доки останній недопрапор недокраїни-агресорки не щезне з території України!","29 липень, 16:06  Новини",https://www.volynpost.com/news/242524-volynski-voiny-znyschyly-rosijskyj-prapor-iakyj-okupanty-povisyly-na-dahu-budynku-na-shodi
,"Цими вихідними на Волині сталося 14 ДТП, з них 3 - з потерпілими.","29 липень, 15:45  Новини",https://www.volynpost.com/news/242525-na-volyni-zatrymaly-dvi-piani-vodijky-iaki-skoily-dtp
,"Вічна пам’ять, честь та шана Герою!","29 липень, 15:32  Новини",https://www.volynpost.com/news/242530-zahyschayuchy-ukrainu-zagynuv-geroj-z-lucka-oleksij-cehosh
,Вічна пам'ять і слава Герою!,"29 липень, 15:00  Новини",https://www.volynpost.com/news/242528-na-donechchyni-zagynuv-43-richnyj-geroj-z-volyni-yurij-semenyuk
,Вічна шана та пам'ять Герою!,"29 липень, 14:38  Новини",https://www.volynpost.com/news/242523-voina-z-volyni-nazariia-shumika-posmertno-nagorodyly-ordenom-za-muzhnist
,"Вічна пам’ять, честь та шана Герою!","29 липень, 14:00  Новини",https://www.volynpost.com/news/242522-zavtra-u-lucku-proschatymutsia-z-geroiem-myhajlom-kuzmoyu
,До прибирання долучилися 20 людей.,"29 липень, 13:36  Новини",https://www.volynpost.com/news/242521-v-nacparku-na-volyni-zibraly-piv-sotni-mishkiv-smittia
,Вартість вилучених психотропів за цінами «чорного» ринку становить понад 250 тисяч гривень.,"29 липень, 13:05  Новини",https://www.volynpost.com/news/242520-zbuvav-psyhotropy-na-volyni-ta-lvivschyni-volynski-policejski-zatrymaly-narkodilka
,"Бій тривав лише 5,6 секунди.","29 липень, 12:19  Новини",https://www.volynpost.com/news/242519-dzyudoistka-bilodid-zdobula-pershu-peremogu-na-olimpiadi-2024-za-5-sekund-ale-postupylas-u-nastupnij-sutychci-video-onovleno
,За два тижні зловмисники намагалися знищити понад 15 службових позашляховиків.,"29 липень, 12:10  Новини",https://www.volynpost.com/news/242516-v-odesi-6-miscevyh-zhyteliv-na-zamovlennia-rosii-spalyly-15-avto-zsu-sbu
,"Київ цього року збільшив видатки бюджету на допомогу ЗСУ вже до 7,5 млрд грн.","29 липень, 11:50  Новини",https://www.volynpost.com/news/242517-klychko-vidviz-na-peredovu-bijciam-500-droniv-ta-reby-vid-kyivskoi-gromady-ta-blagodijnoi-dopomogy
,"Вічна пам’ять, честь та шана Герою!","29 липень, 11:35  Новини",https://www.volynpost.com/news/242518-na-donechchyni-zagynuv-geroj-z-lucka-myhajlo-kuzma
,Дані уточнюються.,"29 липень, 11:13  Новини",https://www.volynpost.com/news/242515-rosiia-vzhe-vtratyla-v-ukraini-576-000-voiakiv
,"Літературний фестиваль — благодійний, виручені кошти підуть на закупівлю обладнання воїнам 141-ї бригади.","29 липень, 10:50  Новини",https://www.volynpost.com/news/242514-iak-mynuv-drugyj-den-frontery-u-lucku
,"Повітряні цілі знищено у Дніпропетровській, Херсонській та Кіровоградській областях.","29 липень, 10:30  Новини",https://www.volynpost.com/news/242512-unochi-syly-ppo-zbyly-rosijsku-raketu-i-9-droniv
,Водій транспортного засобу тверезий.,"29 липень, 10:00  Новини",https://www.volynpost.com/news/242513-poblyzu-lucka-vodij-avtivky-zbyv-10-richnogo-velosypedysta
,"Президент також заявив, що до кінця листопада підготує план дій для досягнення миру.","29 липень, 09:50  Новини",https://www.volynpost.com/news/242511-zelenskyj-ozvuchyv-try-faktory-zakinchennia-vijny
,НЕК «Укренерго» встановило обмеження споживання електричної енергії на території області з 16:00 до 23:00.,"29 липень, 09:20  Новини",https://www.volynpost.com/news/242510-de-sogodni-u-lucku-ta-na-volyni-ne-bude-svitla-grafik
,На Покровському напрямку Сили оборони відбили 52 штурми.,"29 липень, 09:00  Новини",https://www.volynpost.com/news/242509-doba-na-fronti-iaka-sytuaciia-na-volynskomu-ta-inshyh-napriamkah-stanom-na-ranok-29-lypnia
,Жнивний обряд починається з переодягання.,"29 липень, 08:20  Новини",https://www.volynpost.com/news/242507-tak-robyly-nashi-predky-iakyh-tradycij-na-volyni-dotrymuvalys-pid-chas-zhnyv
,Уродженець Луцька скидав друзям порнографічні зображення і за це ледь не сів за ґрати на чотири роки.,"29 липень, 07:15  Новини",https://www.volynpost.com/news/242508-skydav-druziam-zarady-rozvagy-volynianyn-led-ne-siv-na-4-roky-za-poshyrennia-pornografii
,"Майор Олександр Солобчук виконував завдання у зоні АТО та ООС, нагороджений відзнакою президента за участь в АТО.","29 липень, 05:12  Новини",https://www.volynpost.com/news/242506-prykordonnyk-z-volyni-otrymav-ordeny-sviatogo-pantelejmona-danyla-galyckogo-ta-vidznaku-verhovnoi-rady-ukrainy
,"Лучанин, який обкрадав магазини, тепер сидітиме у в’язниці понад п’ять років.","29 липень, 03:11  Новини",https://www.volynpost.com/news/242505-pokaraly-luchanyna-iakyj-krav-paverbanky-z-magazynu
,"Якщо заборгованість не буде погашена, автомобіль продадуть на відкритому державному електронному аукціоні.","29 липень, 01:30  Новини",https://www.volynpost.com/news/242504-na-avtomobili-uhyliantiv-vid-mobilizacii-mozhut-naklasty-aresht
,29 липня в Україні святкують День Сил спеціальних операцій ЗСУ.,"29 липень, 00:00  Новини",https://www.volynpost.com/news/242503-29-lypnia-na-volyni-gortayuchy-kalendar
,Кількість автомобілів з гібридним типом двигуна також збільшилась.,"28 липень, 23:18  Новини",https://www.volynpost.com/news/242502-udvichi-zbilshylas-kilkist-zareiestrovanyh-na-volyni-elektroavtomobiliv
,"Село Чорниж на Волині місцеві називають ""столицею огірків"", бо там чи не в кожному господарстві вирощують овочі у промислових масштабах.","28 липень, 22:14  Новини",https://www.volynpost.com/news/242501-ogirkova-stolycia-iakyj-vrozhaj-zbyrayut-v-seli-chornyzh-na-volyni
,"В ""Укренерго"" зробили заяву.","28 липень, 21:16  Новини",https://www.volynpost.com/news/242500-iak-na-volyni-vymykatymut-elektroenergiyu-29-lypnia-oprylyudneno-grafiky
,"Збори організували у неділю, 28 липня.","28 липень, 20:35  Новини",https://www.volynpost.com/news/242499-sviaschennyk-pidtrymav-u-luckomu-rajoni-sche-odna-gromada-perejshla-u-pcu
,У Луцьку буде без опадів.,"28 липень, 20:00  Новини",https://www.volynpost.com/news/242498-pogoda-v-lucku-na-zavtra-29-lypnia
,Росія продовжує поглиблювати двосторонні відносини з Іраном і Північною Кореєю в обмін на надання летальної допомоги російським військовим.,"28 липень, 19:03  Новини",https://www.volynpost.com/news/242488-iran-i-kndr-nadayut-rosii-letalnu-dopomogu-dlia-vijny-v-ukraini-isw
,"Лучанка розповіла, що під час зимових блекаутів рятувалися теплим одягом і теплими ковдрами.","28 липень, 18:02  Новини",https://www.volynpost.com/news/242491-lihtaryky-v-kozhnij-kimnati-iak-simia-z-lucka-adaptuvalasia-do-vidklyuchen-svitla
,Українці потребують надійного захисту.,"28 липень, 17:04  Новини",https://www.volynpost.com/news/242495-za-tyzhden-rosiia-skynula-na-ukrainu-700-kerovanyh-aviabomb-i-ponad-sotnyu-droniv
,"В «Азові» нагадали, що в ніч з 28 на 29 липня два роки тому окупанти підірвали барак в колонії Оленівки під Донецьком з полоненими азовцями.","28 липень, 16:00  Новини",https://www.volynpost.com/news/242496-druga-richnycia-teraktu-v-olenivci-bijci-polku-azov-zaklykaly-rozpovisty-svitu-pro-tragediyu
