title,description,date,url
"Продукти, генератори, засоби гігієни: волинські рятувальники доправили на Донеччину допомогу","Працівники ГУ ДСНС у Волинській області організували доправлення вантажівки з продуктами харчування, генераторами, взуттям, засобами гігієни тощо для рятувальників Донеччини. 
Вантаж загальною вагою майже 4,5 тонни зібрали та надали волонтери Дитяча Місія Волинського обласного благодійного фонду «Дитяча місія «Україна».",3 Березня 2023 13:21,https://www.volynnews.com/news/all/produkty-heneratory-zasoby-hihiyeny-volynski-riatuvalnyky-dopravyly-na-donechchynu-dopomohu/
Українці зможуть обрати назву для Південно-Західної залізниці в «Дії»,"Українці зможуть протягом тижня вибрати нову назву для Південно-Західної залізниці у «Дії», щоб вона більше не мала зв’язку із країною-агресором. Хоча залізниця розташована на півночі України, але отримала назву ще за часів Російської імперії, коли Україну вважали за її південно-західну частину.",3 Березня 2023 13:05,https://www.volynnews.com/news/all/ukrayintsi-zmozhut-obraty-nazvu-dlia-pivdenno-zakhidnoyi-zaliznytsi-v-diyi/
Ковельський ліцей став учасником Всеукраїнського проєкту «Прозора школа»,Ковельський ліцей № 1 у 2022 році став учасником Всеукраїнського проєкту офісу доброчесності Національного агентства з питань запобігання корупції «Прозора школа» та успішно завершив І етап роботи.,3 Березня 2023 12:49,https://www.volynnews.com/news/all/kovelskyy-litsey-stav-uchasnykom-vseukrayinskoho-proyektu-prozora-shkola/
"Волинянина, який вчинив сексуальне насильство над 6-річним хлопчиком, примусово лікуватимуть","Ковельський міськрайонний суд задовільнив клопотання прокурорів про застосування до 23-річного жителя Ковеля, який вчинив сексуальне насильство щодо малолітнього, примусових заходів медичного характеру у виді госпіталізації до закладу з надання психіатричної допомоги із звичайним наглядом.",3 Березня 2023 12:32,https://www.volynnews.com/news/all/volynianyna-iakyy-vchynyv-seksualne-nasylstvo-nad-6-richnym-khlopchykom-prymusovo-likuvatymut/
Україна повернула тіла ще 17 полеглих захисників,За сприяння Офісу Уповноваженого зі зниклих безвісти при Мінреінтеграції у співпраці з силовими структурами сьогодні вдалося повернути додому тіла 17 загиблих оборонців України. Загалом з початку повномасштабного вторгнення рф з ТОТ вдалося повернути тіла 1426 захисників України їхнім рідним для гідного поховання.,3 Березня 2023 12:16,https://www.volynnews.com/news/all/ukrayina-povernula-tila-shche-17-polehlykh-zakhysnykiv-/
"Україна найближчим часом отримає від ЄС боєприпаси на 1 млрд євро, – ЗМІ","Україна має отримати життєво важливі артилерійські боєприпаси після того, як Брюссель запропонував компенсацію країнам, які надали снаряди зі своїх запасів. Зазначається, що це станеться дуже швидко, ймовірно, за кілька днів або тижнів.",3 Березня 2023 11:59,https://www.volynnews.com/news/all/ukrayina-nayblyzhchym-chasom-otrymaye-vid-yes-boyeprypasy-na-1-mlrd-yevro-zmi-/
Директора будівельного підприємства на Волині судитимуть за службову недбалість,"Директора одного з волинських підприємств звинувачують у службовій недбалості, що завдала істотної шкоди державним інтересам (ч.1 ст. 367 КК України). До суду вже скерували відповідний обвинувальний акт у кримінальному провадженні.",3 Березня 2023 11:43,https://www.volynnews.com/news/all/dyrektora-budivelnoho-pidpryyemstva-na-volyni-sudytymut-za-sluzhbovu-nedbalist/
"У США арештували двох чоловіків, які нелегально постачали до РФ авіаобладнання","59-річний Кирил Григорій Буяновський з міста Лоренс та 55-річний Дуглас Робертсон з Олейте постачали до Росії через свою торговельну компанію KanRus західну електроніку для авіації. Вони також надавали послуги з ремонту обладнання, що використовується в літаках російського виробництва.",3 Березня 2023 11:27,https://www.volynnews.com/news/all/u-ssha-areshtuvaly-dvokh-cholovikiv-iaki-nelehalno-postachaly-do-rf-aviaobladnannia/
Понад 5 мільйонів гектарів земель в Україні не можна обробляти через війну,"Унаслідок бойових дій понад 5 млн га, або 50 тис. км2, сільськогосподарських земель наразі непридатні до використання через мінування, забруднення вибухонебезпечними залишками чи бойові дії, що тривають.",3 Березня 2023 11:11,https://www.volynnews.com/news/all/ponad-5-milyoniv-hektariv-zemel-v-ukrayini-ne-mozhna-obrobliaty-cherez-viynu/
На Волині згорів будинок: без житла залишилася мама з дитиною,"Будинок, у якому проживала жінка з малолітньою дитиною, був дерев’яний. Тож вогонь швидко охопив будівлю і знищив меблі, одяг, речі вжитку. На щастя, в хаті на момент пожежі нікого не було.",3 Березня 2023 10:54,https://www.volynnews.com/news/all/na-volyni-zhoriv-budynok-bez-zhytla-zalyshylasia-mama-z-dytynoiu/
Жителі Заборольського старостинського округу просять мера Луцька посприяти у ремонті вулиць,Луцький міський голова Ігор Поліщук провів виїзний прийом громадян у Заборольському старостинському окрузі. З різними питаннями та проблемами до нього звернулося 13 громадян.,3 Березня 2023 10:38,https://www.volynnews.com/news/all/zhyteli-zaborolskoho-starostynskoho-okruhu-prosiat-mera-lutska-posp/
"Кремль брязкає ядеркою, щоб сповільнити військову допомогу Україні, – ISW",Застосування цього типу зброї й досі аналітики вважають малоймовірним.,3 Березня 2023 10:21,https://www.volynnews.com/news/all/kreml-briazkaye-iaderkoiu-shchob-spovilnyty-viyskovu-dopomohu-ukrayini-ISW/
Тримали оборону 110 діб: підрозділ «Птахи Мадяра» виходить з Бахмута,"Про наказ вищого командування повідомив засновник підрозділу Роберт Бровді. Воїн відмовився коментувати деталі, але не приховував, що засмучений рішенням про відхід. За його словами, підрозділ отримав наказ від вищого командування перейти на нові позиції.",3 Березня 2023 10:04,https://www.volynnews.com/news/all/trymaly-oboronu-110-dib-pidrozdil-ptakhy-madiara-vykhodiat-z-bakhmuta/
На Волині з пожежі врятували пенсіонера,"Учора, 2 березня, в с. Великий Омеляник Луцького району трапилася пожежа у житловому будинку.",3 Березня 2023 09:48,https://www.volynnews.com/news/all/na-volyni-z-pozhezhi-vriatuvaly-pensionera/
Чи справді тарифи в Україні зростуть вчетверо: скільки доведеться платити за електрику,"Наразі в Кабміні працює одразу кілька робочих груп, які розглядають різні варіанти перегляду тарифів. Один із них передбачає модифікацію чинної системи субсидій. Інший – різні тарифи залежно від обсягів споживання. Усього існує майже з десяток різних варіантів. До обговорення підключили і Міністерство соціальної політики, адже підтримка громадян у такий час залишається пріоритетом і в тарифному питанні.",3 Березня 2023 09:31,https://www.volynnews.com/news/all/chy-spravdi-taryfy-v-ukrayini-zrostut-vchetvero-skilky-dovedetsia-platyty-za-elektryku/
"Танки, літак, гелікоптер та понад сім сотень солдатів: Генштаб назвав нові втрати окупантів","За добу, що минула, українські захисники вполювали вісім ворожих танків, літак, гелікоптер та ще купу техніки, а також знищили понад сім сотень солдатів.",3 Березня 2023 09:15,https://www.volynnews.com/news/all/tanky-litak-helikopter-ta-ponad-sim-soten-soldativ-henshtab-nazvav-novi-vtraty-okupantiv/
У Ковелі запланували капітальний ремонт доріг. Перелік,"У Ковелі відремонтують дороги, які планували ремонтувати ще до повномасштабної війни. Кошти на проведення робіт виділили з вільних залишків бюджету громади, за які проголосували на сесії в кінці лютого 2023.",3 Березня 2023 08:59,https://www.volynnews.com/news/all/u-koveli-zaplanuvaly-kapitalnyy-remont-dorih-perelik/
У «Дії» можна отримати витяг про місце проживання дитини,Відтепер на порталі «Дія» без черг та бюрократії доступний витяг про місце проживання дитини.,3 Березня 2023 08:43,https://www.volynnews.com/news/all/u-diyi-mozhna-otrymaty-vytiah-pro-mistse-prozhyvannia-dytyny/
"На окупованих територіях росіяни відбирають у місцевих техніку, житло та землю, – Генштаб","Ворог надалі порушує норми Міжнародного гуманітарного права. Так, окупанти завдали 31 авіаційного та трьох ракетних ударів, зокрема по цивільній інфраструктурі у Донецькій, Запорізькій та Херсонській областях. Є поранені серед мирного населення, пошкоджено житлові багатоповерхівки та приватні будинки. Окрім того, зафіксовано 88 обстрілів з реактивних систем залпового вогню. Загроза ракетних ударів є значною по всій території України.",3 Березня 2023 08:26,https://www.volynnews.com/news/all/na-okupovanykh-terytoriiakh-rosiiany-vidbyraiut-u-mistsevykh-tekhniku-zhytlo-ta-zemliu-henshtab/
Кавомашина для дому: за та проти*,"Ароматна кава вранці для багатьох стала не просто ритуалом, а справжньою необхідністю. Ті, для кого кава – це спосіб прокинутися, готові пити її навіть на бігу, попри можливі запізнення.",3 Березня 2023 08:09,https://www.volynnews.com/news/all/kavomashyna-dlia-domu-za-ta-proty/
Якими будуть ціни на популярні продукти навесні: прогноз аналітика,"В Україні навесні можуть змінитися ціни на цілу низку товарів харчування. Серед продуктів, які можуть подешевшати – курячі яйця, а також курятина.",3 Березня 2023 07:46,https://www.volynnews.com/news/all/yakymy-budut-tsiny-na-populiarni-produkty-navesni-prohnoz-analityka/
Скільки українських біженців працевлаштувалися у країнах Європи: дослідження,"У Європейскому центральному банку дослідили, як українські біженці інтегрувалися в ринок праці різних країн.",3 Березня 2023 06:44,https://www.volynnews.com/news/all/skilky-ukrayinskykh-bizhentsiv-pratsevlashtuvalysia-u-krayinakh-yevropy-doslidzhennia/
"На планеті нова хвороба: що таке синдром VEXAS, які симптоми та хто у групі ризику","Симптоми VEXAS зазвичай включають незрозумілу лихоманку, пневмонію, мієлому (рак плазматичних клітин), артрит, васкуліт, низький рівень кисню в крові та багато іншого.",3 Березня 2023 06:17,https://www.volynnews.com/news/all/na-planeti-nova-khvoroba-shcho-take-syndrom-VEXAS-iaki-symptomy-ta-khto-u-hrupi-ryzyku/
На острові Пасхи у висохлому озері знайшли нового камʼяного ідола моаї,"Озеро Рано Рараку, в якому виявили знахідку, висохло зовсім нещодавно. У кратері була прісна вода, однак через кліматичні зміни та інші фактори, зокрема через діяльність людини, вона зникла. У 2018 році води в озері майже не було.",3 Березня 2023 00:48,https://www.volynnews.com/news/all/na-ostrovi-paskhy-u-vysokhlomu-ozeri-znayshly-novoho-kamianoho-idola-moayi/
НБУ випустив пам'ятні медалі Охтирка та Волноваха,"Національний банк України випустив дві нові пам’ятні медалі: Місто героїв – Охтирка та Місто героїв – Волноваха. Тираж кожної медалі – до 100 000 штук, у тому числі до 50 000 штук у 2023 році. Вони вже доступні в інтернет-магазині Нацбанку.",3 Березня 2023 00:15,https://www.volynnews.com/news/all/nbu-vypustyv-pamiatni-medali-okhtyrka-ta-volnovakha/
"3 березня: свята, події, факти. Всесвітній день дикої природи і Всесвітній день слуху","Цього дня у світі відзначають Всесвітній день дикої природи, Всесвітній день письменника, День подяки співробітникам і Всесвітній день слуху.",3 Березня 2023 00:00,https://www.volynnews.com/news/all/3-bereznia-sviata-podiyi-fakty-vsesvitniy-den-dykoyi-pryrody-i-vsesvitniy-den-slukhu/
СБУ викрила ще одну прихильницю «руского міра» в своїх лавах,Служба безпеки України продовжує системне очищення власних лав. Головне управління внутрішньої безпеки СБУ спільно з Державним бюро розслідувань викрило на антиукраїнській діяльності посадовицю одного з регіональних органів Служби. Вона виправдовувала збройну агресію рф проти України та заперечувала військові злочини російських окупантів.,2 Березня 2023 23:39,https://www.volynnews.com/news/all/sbu-vykryla-shche-odnu-prykhylnytsiu-ruskoho-mira-v-svoyikh-lavakh/
Волинянки стали призерками кубка України з важкої атлетики,"Дві волинські спортсменки Дарина Сахарук та Катерина Малащук стали призерками кубка України з важкої атлетики, який відбувається в Ужгороді.",2 Березня 2023 23:20,https://www.volynnews.com/news/all/volynianky-staly-pryzerkamy-kubka-ukrayiny-z-vazhkoyi-atletyky/
Роботи учнів Луцької художньої школи продали на благодійному аукціоні в США,У Сполучених Штатах Америки (штат Джорджія) відбувся благодійний аукціон оригінальних робіт учнів Луцької художньої школи.,2 Березня 2023 23:01,https://www.volynnews.com/news/all/roboty-uchniv-lutskoyi-khudozhnoyi-shkoly-prodaly-na-blahodiynomu-auktsioni-v-ssha/
"Розповіли подробиці пожежі у Луцькому районі, в якій загинув 16-річний школяр","Займання в будинку в селі Красноволя Луцького району, де вночі 2 березня загинув 16-річний школяр Максим Кушнір, виникло у кухні будинку. Ймовірна причина загоряння – коротке замикання електромережі.",2 Березня 2023 22:42,https://www.volynnews.com/news/all/rozpovily-podrobytsi-pozhezhi-u-lutskomu-rayoni-v-iakiy-zahynuv-16-richnyy-shkoliar/
"Третина українських біженців в ЄС хочуть повернутися додому, – опитування",Кожен третій український біженець відчуває себе частиною суспільства в приймаючій країні – але стільки ж хотіли б повернутися додому.,2 Березня 2023 22:23,https://www.volynnews.com/news/all/tretyna-ukrayinskykh-bizhentsiv-v-yes-khochut-povernutysia-dodomu-opytuvannia/
Дороги в Ковельській громаді підлатають,Управління капітального будівництва та житлово-комунального господарства виконавчого комітету Ковельської міської ради оголосило тендер на поточний дрібний ремонт дорожнього покриття населених пунктів громади.,2 Березня 2023 22:04,https://www.volynnews.com/news/all/dorohy-v-kovelskiy-hromadi-pidlataiut/
Суд у Тбілісі відмовив Саакашвілі у відтермінуванні вироку за станом здоров'я,Тбіліський апеляційний суд відхилив позов адвокатів ув'язненого третього президента Грузії Міхеіла Саакашвілі.,2 Березня 2023 21:45,https://www.volynnews.com/news/all/sud-u-tbilisi-vidmovyv-saakashvili-u-vidterminuvanni-vyroku-za-stanom-zdorovia/
У Луцьку на Авіаторів горіло підприємство,У Луцьку рятувальники ліквідували пожежу на виробничому підприємстві.,2 Березня 2023 21:26,https://www.volynnews.com/news/all/u-lutsku-na-aviatoriv-horilo-pidpryyemstvo/
Війна забрала життя волинянина Віктора Козакова,"Життя Віктора Козакова обірвалося сьогодні, 2 березня. Інформація щодо похорону буде згодом.",2 Березня 2023 21:07,https://www.volynnews.com/news/all/viyna-zabrala-zhyttia-volynianyna-viktora-kozakova/
Робота 18+. Як українок у Польщі втягують у проституцію,"«Студия массажа ищет очаровательных девушек, которые хотят зарабатывать». Журналісти виявили 270 схожих оголошень, дослідивши 50 телеграм- і вайбер-спільнот українців у Польщі впродовж грудня 2022 року.",2 Березня 2023 20:57,https://www.volynnews.com/news/all/robota-18-yak-ukrayinok-u-polshchi-vtiahuiut-u-prostytutsiiu/
"Індексація пенсій: кому з волинян, коли і на скільки збільшать виплати","Виплата пенсій у перерахованих розмірах розпочнеться з 4 березня і триватиме до 25 березня. Перерахунок здійснюється автоматизованим способом, не потребує додаткового звернення волинян до органів Пенсійного фонду.",2 Березня 2023 20:38,https://www.volynnews.com/news/all/indeksatsiia-pensiy-komu-z-volynian-koly-i-na-skilky-zbilshat-vyplaty/
Абітурієнтам із окупованих територій дозволили вступати до вишів дистанційно без складання НМТ,"Замість ЗНО українські випускники шкіл цьогоріч складатимуть національний мультипредметний тест, на основі якого їх прийматимуть до вишів. Обов’язковими предметами будуть українська мова та математика, а історію можна буде вибрати додатково.",2 Березня 2023 20:19,https://www.volynnews.com/news/all/abituriyentam-iz-okupovanykh-terytoriy-dozvolyly-vstupaty-do-vyshiv-dyst/
З мінімальним фінансуванням: у Луцьку відновили ремонт проспекту Волі,"У Луцьку продовжують капітальний ремонт проспекту Волі. Роботи відновили з мінімальним фінансуванням. Зараз на проспекті вкладають бруківку на технічних смугах поблизу автопарковок, на пішохідних та велосипедних доріжках.",2 Березня 2023 20:00,https://www.volynnews.com/news/all/z-minimalnym-finansuvanniam-u-lutsku-vidnovyly-remont-prospektu-voli/
"ФСБ Росії заявила, що «витиснула українських диверсантів» з Брянської області","Російська ФСБ оголосила, що група начебто «українських диверсантів» була витиснута з Брянської області до України.",2 Березня 2023 19:41,https://www.volynnews.com/news/all/fsb-rosiyi-zaiavyla-shcho-vytysnula-ukrayinskykh-dyversantiv-z-brianskoyi/
"На Волині провели в останню путь воїна Дмитра Максимчука, який загинув під Соледаром","Сьогодні у Ківерцівській громаді попрощалися та провели в останню путь нашого Захисника, уродженця села Гайове Дмитра Максимчука, який віддав своє життя за свободу і незалежність України, за мирне життя кожного з нас.",2 Березня 2023 19:21,https://www.volynnews.com/news/all/na-volyni-provely-v-ostanniu-put-voyina-dmytra-maksymchuka-iakyy-zahynuv-pid-soledarom/
Не їздила 5 місяців: Відновила рух маршрутка «Ківерці – Рожище – Луцьк»,"Протягом дня на маршруті курсує один автобус. Перший рейс він здійснює о 6:30 з Ківерців, останній о 19:15 з Луцька.",2 Березня 2023 19:02,https://www.volynnews.com/news/all/ne-yizdyla-5-misiatsiv-vidnovyla-rukh-marshrutka-kivertsi-rozhyshche-luts/
Скандальна Кафедральна: яка доля будівництва у Старому Луцьку,"Історії скандального будівництва на вулиці Кафедральній у Старому місті – понад 10 років. Ділянку в заповіднику «Старий Луцьк» роками орендувала приватна фірма, яка мала будувати тут торгово-офісний центр, але в ході робіт натрапила на підземелля. Місцеві виступили проти забудови.",2 Березня 2023 18:43,https://www.volynnews.com/news/all/skandalna-kafedralna-iaka-dolia-budivnytstva-u-staromu-lutsku/
ЗСУ атакували позиції особового складу окупантів та знищили склад боєприпасів,Протягом доби противник завдав 24 авіаційних удари по позиціях наших військ та 3 ракетних удари по містах Часів Яр Донецької області та Запоріжжя. В результаті терористичного акту пошкоджено житлові будинки та є жертви серед цивільного населення.,2 Березня 2023 18:24,https://www.volynnews.com/news/all/zsu-atakuvaly-pozytsiyi-osobovoho-skladu-okupantiv-ta-znyshchyly-sklad-boye/
Коли розпочнуться весняні канікули у волинських школах,Весняні канікули в загальноосвітніх закладах Луцької громади триватимуть сім днів. Розпочнуться вони 20 березня. А загалом канікули у школах Волині можуть стартувати не одночасно.,2 Березня 2023 18:05,https://www.volynnews.com/news/all/koly-rozpochnutsia-vesniani-kanikuly-u-volynskykh-shkolakh/
Куди піти в Луцьку: від четверга до четверга. Анонси,"Інформаційне агентство Волинські Новини розповідає лучанам про культурні події, які очікують їх протягом цього тижня.",2 Березня 2023 17:46,https://www.volynnews.com/news/all/kudy-pity-v-lutsku-vid-chetverha-do-chetverha-anonsy-02-03-2023/
Своєчасна доставка товарів з Китаю в Україну з митним оформленням*,"Китай давно асоціюється не лише з вигідними закупівлями, а й з якісними товарами, які закривають потреби в будь-якій сфері. Тому українські підприємці часто закуповують товари оптом саме в Піднебесній. Через війну та локдауни попит на китайські товари не зменшився, а для деяких груп товарів навпаки зріс. А от питання вчасної та безпечної доставки вантажів стоїть більш гостро.",2 Березня 2023 17:30,https://www.volynnews.com/news/all/svoyechasna-dostavka-tovariv-z-kytaiu-v-ukrayinu-z-mytnym-oformlenniam/
Завтра Олицька громада попрощається з воїном Олександром Сосницьким,"3 березня Олицька громада віддасть останню шану захисникові Олександру Сосницькому, який помер 26 лютого 2023 року під час проходження військової служби поблизу Куп’янська на Харківщині.",2 Березня 2023 17:14,https://www.volynnews.com/news/all/zavtra-olytska-hromada-poproshchayetsia-z-voyinom-oleksandrom-sosnytskym/
Найбільше потребує ремонту: в Луцьку оновлять амбулаторію на Привокзальній,Протягом року в Луцьку планують оновити операційні блоки міської клінічної лікарні та відремонтувати амбулаторію на вулиці Привокзальній.,2 Березня 2023 16:57,https://www.volynnews.com/news/all/naybilshe-potrebuye-remontu-v-lutsku-onovliat-ambulatoriiu-na-pryvokzalniy/
Летіли іскри: у Луцьку на футзальному турнірі змагалося 25 шкільних команд. Фото,"В обласному центрі Волині за перемогу в футзальному турнірі серед школярів 6-7 класів Луцької міської громади у запеклій боротьбі змагалося 25 шкільних команд. Перемогу в турнірі, який організував департамент освіти Луцької міської ради спільно з Фондом Ігоря Палиці «Тільки разом», здобула команда ліцею №23.",2 Березня 2023 16:40,https://www.volynnews.com/news/all/letily-iskry-u-lutsku-na-futzalnomu-turniri-zmahalosia-25-shkilnykh-k/
У Нововолинську попрощалися з Героєм Романом Бербегою,"Нововолинська громада віддала останню шану Захиснику Романові Бербезі. Військовослужбовець помер 26 лютого у запорізькому госпіталі від поранень, отриманих у бою.",2 Березня 2023 16:24,https://www.volynnews.com/news/all/u-novovolynsku-poproshchalysia-z-heroyem-romanom-berbehoiu/
6600 гривень на людину. Ще одна організація відновлює виплати українцям,Норвезька рада у справах біженців в Україні (NRC) розпочала другий етап реєстрації на грошову допомогу. Виплати отримають переселенці та люди у постраждалих від війни районах.,2 Березня 2023 16:07,https://www.volynnews.com/news/all/6600-hryven-na-liudynu-shche-odna-orhanizatsiia-vidnovliuye-vyplaty-ukrayintsiam/
Оновлений інтернет-магазин ТМ «RUTA» – продукція ближче до споживача*,"Нещодавно ПрАТ «ВГП» оновили свій інтернет-магазин www.rutashop.com.ua, зробивши його зручнішим та більш привабливим.",2 Березня 2023 15:50,https://www.volynnews.com/news/all/onovlenyy-internet-mahazyn-tm-RUTA-produktsiia-blyzhche-do-spozhyvacha/
У Луцьку попрощались із загиблим Героєм Олегом Круковцем,Жителі міської територіальної громади знову проводять в останню дорогу полеглого на війні захисника України. У Свято-Троїцькому кафедральному соборі відспівали військовослужбовця Олега Круковця.,2 Березня 2023 15:33,https://www.volynnews.com/news/all/u-lutsku-poproshchalys-iz-zahyblym-heroyem-olehom-krukovtsem/
Чи ремонтуватимуть цьогоріч двори і вулиці в Луцьку та коли закінчать реконструкцію на Волі,"Від мешканців Луцької громади надходить низка звернень щодо ремонтів дворів і вулиць. У міськраді планують роботи, однак чи вдасться їх виконати? Усе буде залежати від поточної ситуації та того, чи буде відмінено заборону Кабміну про здійснення видатків на капітальні об’єкти.",2 Березня 2023 15:17,https://www.volynnews.com/news/all/chy-remontuvatymut-tsohorich-dvory-i-vulytsi-v-lutsku-ta-koly-zakinchat-rekonstruktsiiu-na-voli/
В планах – розвивати game-дизайн: у ВНУ відкрили унікальну в Україні лабораторію командного дизайну. Фото,"У Волинському національному університеті імені Лесі Українки відкрили унікальну в Україні лабораторію командного дизайну, яка включає в себе потужні комп’ютери та планшети.",2 Березня 2023 15:01,https://www.volynnews.com/news/all/v-planakh-rozvyvaty-game-dyzayn-u-vnu-vidkryly-unikalnu-v-ukrayini-/
«Українська ДРГ» на території РФ та «захоплення заручників»: що насправді відбулося в Брянській області,"У Генштабі ЗСУ заперечують заяви росіян про нібито проникнення «українських ДРГ» на територію росії та бої у прикордонних селах. Там наголосили, що українська армія веде бойові дії суто на території України.",2 Березня 2023 14:45,https://www.volynnews.com/news/all/ukrayinska-drh-na-terytoriyi-rf-ta-zakhoplennia-zaruchnykiv-shcho-naspravdi-vidbulosia-v-brianskiy-oblasti/
"«Плаче разом з нами»: волинянка розповіла про пса, що приходить на могилу до її тата-військового","Донька загиблого військового з Волині Василя Арсеніка Дарія розповіла щемливу історію про те, як пес, який живе на цвинтарі, завжди приходить,аби разом з рідними Героя поплакати. Розповідь волинянки опублікував у мережі телеведучий Костянтин Грубич, який розпитав у Дарії Арсенік про незвичайного пса, що приходить на могилу до батька.",2 Березня 2023 14:28,https://www.volynnews.com/news/all/plache-razom-z-namy-volynianka-rozpovila-pro-psa-shcho-prykhodyt-na-mohylu-do-yiyi-tata-viyskovoho/
Коли реконструюють луцькі очисні споруди,Торік було підписано субкредитний договір про реалізацію міжнародного проєкту з комплексної модернізації системи водопостачання та водовідведення в місті Луцьку. Термін реалізації – від трьох до п’яти років.,2 Березня 2023 14:12,https://www.volynnews.com/news/all/koly-rekonstruiuiut-lutski-ochysni-sporudy/
"Що загрожує українцям, які проігнорували повістку для уточнення даних","Якщо людина проігнорує повістку, що видана з метою уточнення військово-облікових даних, то буде зобов’язана сплатити штраф. Станом на лютий 2023 року він становить 3400 – 5100 грн.",2 Березня 2023 13:55,https://www.volynnews.com/news/all/shcho-zahrozhuye-ukrayintsiam-iaki-proihnoruvaly-povistku-dlia-utochnennia-danykh/
